Product Type,Version,Channel,Month,Unit cost,Unit sale price
Sleeping Bags,Budget version 2,Direct Marketing,Feb,76.5336,111.2176
Sunscreen,Budget version 1,Direct Marketing,Feb,2.3712,5.0024
Sunscreen,Budget version 2,Direct Marketing,Feb,2.236,5.1584
Tents,Budget version 1,Direct Marketing,Feb,400.4416,471.5464
Tents,Budget version 2,Direct Marketing,Feb,377.78,485.6904
Tools,Budget version 1,Direct Marketing,Feb,39.6656,58.3128
Tools,Budget version 2,Direct Marketing,Feb,37.4192,60.06
Watches,Budget version 1,Direct Marketing,Feb,57.564,100.6096
Watches,Budget version 2,Direct Marketing,Feb,54.2984,103.6256
Woods,Budget version 1,Direct Marketing,Feb,572.104,986.8664
Woods,Budget version 2,Direct Marketing,Feb,539.7184,1016.4752
Binoculars,Budget version 1,Warehouse Store,Feb,89.305,122.4088
Binoculars,Budget version 2,Warehouse Store,Feb,84.2488,126.0764
Climbing Accessories,Budget version 1,Warehouse Store,Feb,22.366,33.92
Climbing Accessories,Budget version 2,Warehouse Store,Feb,21.1046,34.9376
Cooking Gear,Budget version 1,Warehouse Store,Feb,31.6622,42.7286
Cooking Gear,Budget version 2,Warehouse Store,Feb,29.8708,44.0112
Eyewear,Budget version 1,Warehouse Store,Feb,73.723,105.7244
Eyewear,Budget version 2,Warehouse Store,Feb,69.5466,108.8938
First Aid,Budget version 1,Warehouse Store,Feb,8.5012,12.0946
First Aid,Budget version 2,Warehouse Store,Feb,8.0136,12.455
Golf Accessories,Budget version 1,Warehouse Store,Feb,30.0722,64.3208
Golf Accessories,Budget version 2,Warehouse Store,Feb,28.3656,66.25
Insect Repellents,Budget version 1,Warehouse Store,Feb,2.438,6.4342
Insect Repellents,Budget version 2,Warehouse Store,Feb,2.3002,6.625
Irons,Budget version 1,Warehouse Store,Feb,366.707,634.834
Irons,Budget version 2,Warehouse Store,Feb,345.9522,653.8822
Knives,Budget version 1,Warehouse Store,Feb,37.1636,52.1308
Knives,Budget version 2,Warehouse Store,Feb,35.0648,53.689
Lanterns,Budget version 1,Warehouse Store,Feb,22.4084,30.8672
Lanterns,Budget version 2,Warehouse Store,Feb,21.1364,31.7894
Navigation,Budget version 1,Warehouse Store,Feb,98.9298,141.2344
Navigation,Budget version 2,Warehouse Store,Feb,93.333,145.4744
Packs,Budget version 1,Warehouse Store,Feb,134.1006,185.8922
Packs,Budget version 2,Warehouse Store,Feb,126.511,191.4678
Putters,Budget version 1,Warehouse Store,Feb,66.303,123.0342
Putters,Budget version 2,Warehouse Store,Feb,62.5506,126.723
Rope,Budget version 1,Warehouse Store,Feb,233.2,311.1842
Rope,Budget version 2,Warehouse Store,Feb,220.003,320.5122
Safety,Budget version 1,Warehouse Store,Feb,51.6008,76.7864
Safety,Budget version 2,Warehouse Store,Feb,48.6752,79.0866
Sleeping Bags,Budget version 1,Warehouse Store,Feb,82.6906,110.0598
Sleeping Bags,Budget version 2,Warehouse Store,Feb,78.0054,113.3564
Sunscreen,Budget version 1,Warehouse Store,Feb,2.4168,5.0986
Sunscreen,Budget version 2,Warehouse Store,Feb,2.279,5.2576
Tents,Budget version 1,Warehouse Store,Feb,408.1424,480.6146
Tents,Budget version 2,Warehouse Store,Feb,385.045,495.0306
Tools,Budget version 1,Warehouse Store,Feb,40.4284,59.4342
Tools,Budget version 2,Warehouse Store,Feb,38.1388,61.215
Watches,Budget version 1,Warehouse Store,Feb,58.671,102.5444
Watches,Budget version 2,Warehouse Store,Feb,55.3426,105.6184
Woods,Budget version 1,Warehouse Store,Feb,583.106,1005.8446
Woods,Budget version 2,Warehouse Store,Feb,550.0976,1036.0228
Binoculars,Budget version 1,Equipment Rental Store,Feb,92.675,127.028
Binoculars,Budget version 2,Equipment Rental Store,Feb,87.428,130.834
Climbing Accessories,Budget version 1,Equipment Rental Store,Feb,23.21,35.2
Climbing Accessories,Budget version 2,Equipment Rental Store,Feb,21.901,36.256
Cooking Gear,Budget version 1,Equipment Rental Store,Feb,32.857,44.341
Cooking Gear,Budget version 2,Equipment Rental Store,Feb,30.998,45.672
Eyewear,Budget version 1,Equipment Rental Store,Feb,76.505,109.714
Eyewear,Budget version 2,Equipment Rental Store,Feb,72.171,113.003
First Aid,Budget version 1,Equipment Rental Store,Feb,8.822,12.551
First Aid,Budget version 2,Equipment Rental Store,Feb,8.316,12.925
Golf Accessories,Budget version 1,Equipment Rental Store,Feb,31.207,66.748
Golf Accessories,Budget version 2,Equipment Rental Store,Feb,29.436,68.75
Insect Repellents,Budget version 1,Equipment Rental Store,Feb,2.53,6.677
Insect Repellents,Budget version 2,Equipment Rental Store,Feb,2.387,6.875
Irons,Budget version 1,Equipment Rental Store,Feb,380.545,658.79
Irons,Budget version 2,Equipment Rental Store,Feb,359.007,678.557
Knives,Budget version 1,Equipment Rental Store,Feb,38.566,54.098
Knives,Budget version 2,Equipment Rental Store,Feb,36.388,55.715
Lanterns,Budget version 1,Equipment Rental Store,Feb,23.254,32.032
Lanterns,Budget version 2,Equipment Rental Store,Feb,21.934,32.989
Navigation,Budget version 1,Equipment Rental Store,Feb,102.663,146.564
Navigation,Budget version 2,Equipment Rental Store,Feb,96.855,150.964
Packs,Budget version 1,Equipment Rental Store,Feb,139.161,192.907
Packs,Budget version 2,Equipment Rental Store,Feb,131.285,198.693
Putters,Budget version 1,Equipment Rental Store,Feb,68.805,127.677
Putters,Budget version 2,Equipment Rental Store,Feb,64.911,131.505
Rope,Budget version 1,Equipment Rental Store,Feb,242,322.927
Rope,Budget version 2,Equipment Rental Store,Feb,228.305,332.607
Safety,Budget version 1,Equipment Rental Store,Feb,53.548,79.684
Safety,Budget version 2,Equipment Rental Store,Feb,50.512,82.071
Sleeping Bags,Budget version 1,Equipment Rental Store,Feb,85.811,114.213
Sleeping Bags,Budget version 2,Equipment Rental Store,Feb,80.949,117.634
Sunscreen,Budget version 1,Equipment Rental Store,Feb,2.508,5.291
Sunscreen,Budget version 2,Equipment Rental Store,Feb,2.365,5.456
Tents,Budget version 1,Equipment Rental Store,Feb,423.544,498.751
Tents,Budget version 2,Equipment Rental Store,Feb,399.575,513.711
Tools,Budget version 1,Equipment Rental Store,Feb,41.954,61.677
Tools,Budget version 2,Equipment Rental Store,Feb,39.578,63.525
Watches,Budget version 1,Equipment Rental Store,Feb,60.885,106.414
Watches,Budget version 2,Equipment Rental Store,Feb,57.431,109.604
Woods,Budget version 1,Equipment Rental Store,Feb,605.11,1043.801
Woods,Budget version 2,Equipment Rental Store,Feb,570.856,1075.118
Binoculars,Budget version 1,Outdoors Shop,Feb,82.565,113.1704
Binoculars,Budget version 2,Outdoors Shop,Feb,77.8904,116.5612
Climbing Accessories,Budget version 1,Outdoors Shop,Feb,20.678,31.36
Climbing Accessories,Budget version 2,Outdoors Shop,Feb,19.5118,32.3008
Cooking Gear,Budget version 1,Outdoors Shop,Feb,29.2726,39.5038
Cooking Gear,Budget version 2,Outdoors Shop,Feb,27.6164,40.6896
Eyewear,Budget version 1,Outdoors Shop,Feb,68.159,97.7452
Eyewear,Budget version 2,Outdoors Shop,Feb,64.2978,100.6754
First Aid,Budget version 1,Outdoors Shop,Feb,7.8596,11.1818
First Aid,Budget version 2,Outdoors Shop,Feb,7.4088,11.515
Golf Accessories,Budget version 1,Outdoors Shop,Feb,27.8026,59.4664
Golf Accessories,Budget version 2,Outdoors Shop,Feb,26.2248,61.25
Insect Repellents,Budget version 1,Outdoors Shop,Feb,2.254,5.9486
Insect Repellents,Budget version 2,Outdoors Shop,Feb,2.1266,6.125
Irons,Budget version 1,Outdoors Shop,Feb,339.031,586.922
Irons,Budget version 2,Outdoors Shop,Feb,319.8426,604.5326
Knives,Budget version 1,Outdoors Shop,Feb,34.3588,48.1964
Knives,Budget version 2,Outdoors Shop,Feb,32.4184,49.637
Lanterns,Budget version 1,Outdoors Shop,Feb,20.7172,28.5376
Lanterns,Budget version 2,Outdoors Shop,Feb,19.5412,29.3902
Navigation,Budget version 1,Outdoors Shop,Feb,91.4634,130.5752
Navigation,Budget version 2,Outdoors Shop,Feb,86.289,134.4952
Packs,Budget version 1,Outdoors Shop,Feb,123.9798,171.8626
Packs,Budget version 2,Outdoors Shop,Feb,116.963,177.0174
Putters,Budget version 1,Outdoors Shop,Feb,61.299,113.7486
Putters,Budget version 2,Outdoors Shop,Feb,57.8298,117.159
Rope,Budget version 1,Outdoors Shop,Feb,215.6,287.6986
Rope,Budget version 2,Outdoors Shop,Feb,203.399,296.3226
Safety,Budget version 1,Outdoors Shop,Feb,47.7064,70.9912
Safety,Budget version 2,Outdoors Shop,Feb,45.0016,73.1178
Sleeping Bags,Budget version 1,Outdoors Shop,Feb,76.4498,101.7534
Sleeping Bags,Budget version 2,Outdoors Shop,Feb,72.1182,104.8012
Sunscreen,Budget version 1,Outdoors Shop,Feb,2.2344,4.7138
Sunscreen,Budget version 2,Outdoors Shop,Feb,2.107,4.8608
Tents,Budget version 1,Outdoors Shop,Feb,377.3392,444.3418
Tents,Budget version 2,Outdoors Shop,Feb,355.985,457.6698
Tools,Budget version 1,Outdoors Shop,Feb,37.3772,54.9486
Tools,Budget version 2,Outdoors Shop,Feb,35.2604,56.595
Watches,Budget version 1,Outdoors Shop,Feb,54.243,94.8052
Watches,Budget version 2,Outdoors Shop,Feb,51.1658,97.6472
Woods,Budget version 1,Outdoors Shop,Feb,539.098,929.9318
Woods,Budget version 2,Outdoors Shop,Feb,508.5808,957.8324
Binoculars,Budget version 1,Eyewear Store,Feb,84.25,115.48
Binoculars,Budget version 2,Eyewear Store,Feb,79.48,118.94
Climbing Accessories,Budget version 1,Eyewear Store,Feb,21.1,32
Climbing Accessories,Budget version 2,Eyewear Store,Feb,19.91,32.96
Cooking Gear,Budget version 1,Eyewear Store,Feb,29.87,40.31
Cooking Gear,Budget version 2,Eyewear Store,Feb,28.18,41.52
Eyewear,Budget version 1,Eyewear Store,Feb,69.55,99.74
Eyewear,Budget version 2,Eyewear Store,Feb,65.61,102.73
First Aid,Budget version 1,Eyewear Store,Feb,8.02,11.41
First Aid,Budget version 2,Eyewear Store,Feb,7.56,11.75
Lanterns,Budget version 1,Eyewear Store,Feb,21.14,29.12
Lanterns,Budget version 2,Eyewear Store,Feb,19.94,29.99
Navigation,Budget version 1,Eyewear Store,Feb,93.33,133.24
Navigation,Budget version 2,Eyewear Store,Feb,88.05,137.24
Packs,Budget version 1,Eyewear Store,Feb,126.51,175.37
Packs,Budget version 2,Eyewear Store,Feb,119.35,180.63
Safety,Budget version 1,Eyewear Store,Feb,48.68,72.44
Safety,Budget version 2,Eyewear Store,Feb,45.92,74.61
Binoculars,Budget version 1,Sports Store,Feb,84.25,115.48
Binoculars,Budget version 2,Sports Store,Feb,79.48,118.94
Climbing Accessories,Budget version 1,Sports Store,Feb,21.1,32
Climbing Accessories,Budget version 2,Sports Store,Feb,19.91,32.96
Cooking Gear,Budget version 1,Sports Store,Feb,29.87,40.31
Cooking Gear,Budget version 2,Sports Store,Feb,28.18,41.52
Eyewear,Budget version 1,Sports Store,Feb,69.55,99.74
Eyewear,Budget version 2,Sports Store,Feb,65.61,102.73
First Aid,Budget version 1,Sports Store,Feb,8.02,11.41
First Aid,Budget version 2,Sports Store,Feb,7.56,11.75
Golf Accessories,Budget version 1,Sports Store,Feb,28.37,60.68
Golf Accessories,Budget version 2,Sports Store,Feb,26.76,62.5
Insect Repellents,Budget version 1,Sports Store,Feb,2.3,6.07
Insect Repellents,Budget version 2,Sports Store,Feb,2.17,6.25
Irons,Budget version 1,Sports Store,Feb,345.95,598.9
Irons,Budget version 2,Sports Store,Feb,326.37,616.87
Knives,Budget version 1,Sports Store,Feb,35.06,49.18
Knives,Budget version 2,Sports Store,Feb,33.08,50.65
Lanterns,Budget version 1,Sports Store,Feb,21.14,29.12
Lanterns,Budget version 2,Sports Store,Feb,19.94,29.99
Navigation,Budget version 1,Sports Store,Feb,93.33,133.24
Navigation,Budget version 2,Sports Store,Feb,88.05,137.24
Packs,Budget version 1,Sports Store,Feb,126.51,175.37
Packs,Budget version 2,Sports Store,Feb,119.35,180.63
Putters,Budget version 1,Sports Store,Feb,62.55,116.07
Putters,Budget version 2,Sports Store,Feb,59.01,119.55
Rope,Budget version 1,Sports Store,Feb,220,293.57
Rope,Budget version 2,Sports Store,Feb,207.55,302.37
Safety,Budget version 1,Sports Store,Feb,48.68,72.44
Safety,Budget version 2,Sports Store,Feb,45.92,74.61
Sleeping Bags,Budget version 1,Sports Store,Feb,78.01,103.83
Sleeping Bags,Budget version 2,Sports Store,Feb,73.59,106.94
Sunscreen,Budget version 1,Sports Store,Feb,2.28,4.81
Sunscreen,Budget version 2,Sports Store,Feb,2.15,4.96
Tents,Budget version 1,Sports Store,Feb,385.04,453.41
Tents,Budget version 2,Sports Store,Feb,363.25,467.01
Tools,Budget version 1,Sports Store,Feb,38.14,56.07
Tools,Budget version 2,Sports Store,Feb,35.98,57.75
Watches,Budget version 1,Sports Store,Feb,55.35,96.74
Watches,Budget version 2,Sports Store,Feb,52.21,99.64
Woods,Budget version 1,Sports Store,Feb,550.1,948.91
Woods,Budget version 2,Sports Store,Feb,518.96,977.38
Binoculars,Budget version 1,Golf Shop,Mar,84.25,115.48
Binoculars,Budget version 2,Golf Shop,Mar,79.48,118.94
Climbing Accessories,Budget version 1,Golf Shop,Mar,21.1,32
Climbing Accessories,Budget version 2,Golf Shop,Mar,19.91,32.96
Cooking Gear,Budget version 1,Golf Shop,Mar,29.87,40.31
Cooking Gear,Budget version 2,Golf Shop,Mar,28.18,41.52
Eyewear,Budget version 1,Golf Shop,Mar,69.55,99.74
Eyewear,Budget version 2,Golf Shop,Mar,65.61,102.73
First Aid,Budget version 1,Golf Shop,Mar,8.02,11.41
First Aid,Budget version 2,Golf Shop,Mar,7.56,11.75
Golf Accessories,Budget version 1,Golf Shop,Mar,28.37,60.68
Golf Accessories,Budget version 2,Golf Shop,Mar,26.76,62.5
Insect Repellents,Budget version 1,Golf Shop,Mar,2.3,6.07
Insect Repellents,Budget version 2,Golf Shop,Mar,2.17,6.25
Irons,Budget version 1,Golf Shop,Mar,345.95,598.9
Irons,Budget version 2,Golf Shop,Mar,326.37,616.87
Knives,Budget version 1,Golf Shop,Mar,35.06,49.18
Knives,Budget version 2,Golf Shop,Mar,33.08,50.65
Lanterns,Budget version 1,Golf Shop,Mar,21.14,29.12
Lanterns,Budget version 2,Golf Shop,Mar,19.94,29.99
Navigation,Budget version 1,Golf Shop,Mar,93.33,133.24
Navigation,Budget version 2,Golf Shop,Mar,88.05,137.24
Packs,Budget version 1,Golf Shop,Mar,126.51,175.37
Packs,Budget version 2,Golf Shop,Mar,119.35,180.63
Putters,Budget version 1,Golf Shop,Mar,62.55,116.07
Putters,Budget version 2,Golf Shop,Mar,59.01,119.55
Rope,Budget version 1,Golf Shop,Mar,220,293.57
Rope,Budget version 2,Golf Shop,Mar,207.55,302.37
Safety,Budget version 1,Golf Shop,Mar,48.68,72.44
Safety,Budget version 2,Golf Shop,Mar,45.92,74.61
Sleeping Bags,Budget version 1,Golf Shop,Mar,78.01,103.83
Sleeping Bags,Budget version 2,Golf Shop,Mar,73.59,106.94
Sunscreen,Budget version 1,Golf Shop,Mar,2.28,4.81
Sunscreen,Budget version 2,Golf Shop,Mar,2.15,4.96
Tents,Budget version 1,Golf Shop,Mar,385.04,453.41
Tents,Budget version 2,Golf Shop,Mar,363.25,467.01
Tools,Budget version 1,Golf Shop,Mar,38.14,56.07
Tools,Budget version 2,Golf Shop,Mar,35.98,57.75
Watches,Budget version 1,Golf Shop,Mar,55.35,96.74
Watches,Budget version 2,Golf Shop,Mar,52.21,99.64
Woods,Budget version 1,Golf Shop,Mar,550.1,948.91
Woods,Budget version 2,Golf Shop,Mar,518.96,977.38
Binoculars,Budget version 1,Department Store,Mar,88.4625,121.254
Binoculars,Budget version 2,Department Store,Mar,83.454,124.887
Climbing Accessories,Budget version 1,Department Store,Mar,22.155,33.6
Climbing Accessories,Budget version 2,Department Store,Mar,20.9055,34.608
Cooking Gear,Budget version 1,Department Store,Mar,31.3635,42.3255
Cooking Gear,Budget version 2,Department Store,Mar,29.589,43.596
Eyewear,Budget version 1,Department Store,Mar,73.0275,104.727
Eyewear,Budget version 2,Department Store,Mar,68.8905,107.8665
First Aid,Budget version 1,Department Store,Mar,8.421,11.9805
First Aid,Budget version 2,Department Store,Mar,7.938,12.3375
Golf Accessories,Budget version 1,Department Store,Mar,29.7885,63.714
Golf Accessories,Budget version 2,Department Store,Mar,28.098,65.625
Insect Repellents,Budget version 1,Department Store,Mar,2.415,6.3735
Insect Repellents,Budget version 2,Department Store,Mar,2.2785,6.5625
Irons,Budget version 1,Department Store,Mar,363.2475,628.845
Irons,Budget version 2,Department Store,Mar,342.6885,647.7135
Knives,Budget version 1,Department Store,Mar,36.813,51.639
Knives,Budget version 2,Department Store,Mar,34.734,53.1825
Lanterns,Budget version 1,Department Store,Mar,22.197,30.576
Lanterns,Budget version 2,Department Store,Mar,20.937,31.4895
Navigation,Budget version 1,Department Store,Mar,97.9965,139.902
Navigation,Budget version 2,Department Store,Mar,92.4525,144.102
Packs,Budget version 1,Department Store,Mar,132.8355,184.1385
Packs,Budget version 2,Department Store,Mar,125.3175,189.6615
Putters,Budget version 1,Department Store,Mar,65.6775,121.8735
Putters,Budget version 2,Department Store,Mar,61.9605,125.5275
Rope,Budget version 1,Department Store,Mar,231,308.2485
Rope,Budget version 2,Department Store,Mar,217.9275,317.4885
Safety,Budget version 1,Department Store,Mar,51.114,76.062
Safety,Budget version 2,Department Store,Mar,48.216,78.3405
Sleeping Bags,Budget version 1,Department Store,Mar,81.9105,109.0215
Sleeping Bags,Budget version 2,Department Store,Mar,77.2695,112.287
Sunscreen,Budget version 1,Department Store,Mar,2.394,5.0505
Sunscreen,Budget version 2,Department Store,Mar,2.2575,5.208
Tents,Budget version 1,Department Store,Mar,404.292,476.0805
Tents,Budget version 2,Department Store,Mar,381.4125,490.3605
Tools,Budget version 1,Department Store,Mar,40.047,58.8735
Tools,Budget version 2,Department Store,Mar,37.779,60.6375
Watches,Budget version 1,Department Store,Mar,58.1175,101.577
Watches,Budget version 2,Department Store,Mar,54.8205,104.622
Woods,Budget version 1,Department Store,Mar,577.605,996.3555
Woods,Budget version 2,Department Store,Mar,544.908,1026.249
Binoculars,Budget version 1,Direct Marketing,Mar,87.62,120.0992
Binoculars,Budget version 2,Direct Marketing,Mar,82.6592,123.6976
Climbing Accessories,Budget version 1,Direct Marketing,Mar,21.944,33.28
Climbing Accessories,Budget version 2,Direct Marketing,Mar,20.7064,34.2784
Cooking Gear,Budget version 1,Direct Marketing,Mar,31.0648,41.9224
Cooking Gear,Budget version 2,Direct Marketing,Mar,29.3072,43.1808
Eyewear,Budget version 1,Direct Marketing,Mar,72.332,103.7296
Eyewear,Budget version 2,Direct Marketing,Mar,68.2344,106.8392
First Aid,Budget version 1,Direct Marketing,Mar,8.3408,11.8664
First Aid,Budget version 2,Direct Marketing,Mar,7.8624,12.22
Golf Accessories,Budget version 1,Direct Marketing,Mar,29.5048,63.1072
Golf Accessories,Budget version 2,Direct Marketing,Mar,27.8304,65
Insect Repellents,Budget version 1,Direct Marketing,Mar,2.392,6.3128
Insect Repellents,Budget version 2,Direct Marketing,Mar,2.2568,6.5
Irons,Budget version 1,Direct Marketing,Mar,359.788,622.856
Irons,Budget version 2,Direct Marketing,Mar,339.4248,641.5448
Knives,Budget version 1,Direct Marketing,Mar,36.4624,51.1472
Knives,Budget version 2,Direct Marketing,Mar,34.4032,52.676
Lanterns,Budget version 1,Direct Marketing,Mar,21.9856,30.2848
Lanterns,Budget version 2,Direct Marketing,Mar,20.7376,31.1896
Navigation,Budget version 1,Direct Marketing,Mar,97.0632,138.5696
Navigation,Budget version 2,Direct Marketing,Mar,91.572,142.7296
Packs,Budget version 1,Direct Marketing,Mar,131.5704,182.3848
Packs,Budget version 2,Direct Marketing,Mar,124.124,187.8552
Putters,Budget version 1,Direct Marketing,Mar,65.052,120.7128
Putters,Budget version 2,Direct Marketing,Mar,61.3704,124.332
Rope,Budget version 1,Direct Marketing,Mar,228.8,305.3128
Rope,Budget version 2,Direct Marketing,Mar,215.852,314.4648
Safety,Budget version 1,Direct Marketing,Mar,50.6272,75.3376
Safety,Budget version 2,Direct Marketing,Mar,47.7568,77.5944
Sleeping Bags,Budget version 1,Direct Marketing,Mar,81.1304,107.9832
Sleeping Bags,Budget version 2,Direct Marketing,Mar,76.5336,111.2176
