Asset types,Subsidiaries,Versions,Depreciation,Month,Value
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,237472.83
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,49633.36
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,38561.61
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,303663.48
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,375958.53
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,138234.13
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,95550.5
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,227409.29
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Nov,970690
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,240685.88
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,211280.36
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,278895.21
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,64461.65
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,72439.18
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,384042.28
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,630593.18
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,68838.85
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,225891.55
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,142759.25
,GO Americas,Budget version 1,Depreciation on Existing Items,Dec,879441.42
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,249109.89
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,218675.17
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,288656.54
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,66717.81
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,74974.55
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,397483.76
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,652663.94
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,71248.21
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,233797.75
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,147755.82
,GO Americas,Budget version 2,Depreciation on Existing Items,Dec,910221.87
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,131901.75
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,213413.84
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,141441.78
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,66266.05
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,69254.38
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,273858.22
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,591958.99
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,136783.6
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,393218.78
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,235058.42
,GO Asia Pacific,Budget version 1,Depreciation on Existing Items,Dec,635566.91
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,123987.65
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,200609.01
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,132955.27
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,62290.09
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,65099.12
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,257426.73
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,556441.45
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,128576.58
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,369625.65
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,220954.91
,GO Asia Pacific,Budget version 2,Depreciation on Existing Items,Dec,597432.9
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,50257.83
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,64731.42
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,139933.77
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,62768.65
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,73492.17
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,295070.19
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,318661.05
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,"131,539.19"
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,281249.48
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,99169.55
,GO Central Europe,Budget version 1,Depreciation on Existing Items,Dec,789555.65
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,50257.83
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,64731.42
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,139933.77
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,65907.08
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,77166.78
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,295070.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,318661.05
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,131539.19
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,295311.95
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,104128.03
,GO Central Europe,Budget version 2,Depreciation on Existing Items,Dec,789555.65
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,241400.57
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,97600.2
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,125143.84
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,51353.72
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,74613.56
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,158584.84
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,432045.42
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,81151.47
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,195021.14
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,78075.65
,GO Northern Europe,Budget version 1,Depreciation on Existing Items,Dec,658887.39
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,226916.54
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,91744.19
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,117635.21
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,48272.5
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,70136.75
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,149069.75
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,406122.69
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,76282.38
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,183319.87
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,73391.11
,GO Northern Europe,Budget version 2,Depreciation on Existing Items,Dec,619354.15
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,225009.71
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,189351.41
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,310859.68
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,41986.69
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,57512.9
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,332239.87
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,183099.42
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,88073.13
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,130422.2
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,113665.94
,GO Southern Europe,Budget version 1,Depreciation on Existing Items,Dec,806864.89
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,220509.52
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,185564.38
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,304642.49
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,41146.96
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,56362.64
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,325595.07
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,179437.43
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,86311.67
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,127813.76
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,111392.62
,GO Southern Europe,Budget version 2,Depreciation on Existing Items,Dec,790727.59
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,158725.68
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,75954.78
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,228339.27
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,47724.39
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,37078.46
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,291984.13
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,361498.6
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,132917.44
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,91875.48
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,218662.77
,GO Accessories GmbH,Budget version 1,Depreciation on Existing Items,Dec,933355.77
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,165074.71
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,78992.97
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,237472.84
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,49633.37
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,38561.6
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,303663.5
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,375958.54
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,138234.14
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,95550.5
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,227409.28
,GO Accessories GmbH,Budget version 2,Depreciation on Existing Items,Dec,970690
